peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(reward_seq_3)[T.001]_beta,C(reward_seq_3)[T.001]_se,C(reward_seq_3)[T.001]_tstat,C(reward_seq_3)[T.001]_pvalue,C(reward_seq_3)[T.010]_beta,C(reward_seq_3)[T.010]_se,C(reward_seq_3)[T.010]_tstat,C(reward_seq_3)[T.010]_pvalue,C(reward_seq_3)[T.011]_beta,C(reward_seq_3)[T.011]_se,C(reward_seq_3)[T.011]_tstat,C(reward_seq_3)[T.011]_pvalue,C(reward_seq_3)[T.100]_beta,C(reward_seq_3)[T.100]_se,C(reward_seq_3)[T.100]_tstat,C(reward_seq_3)[T.100]_pvalue,C(reward_seq_3)[T.101]_beta,C(reward_seq_3)[T.101]_se,C(reward_seq_3)[T.101]_tstat,C(reward_seq_3)[T.101]_pvalue,C(reward_seq_3)[T.110]_beta,C(reward_seq_3)[T.110]_se,C(reward_seq_3)[T.110]_tstat,C(reward_seq_3)[T.110]_pvalue,C(reward_seq_3)[T.111]_beta,C(reward_seq_3)[T.111]_se,C(reward_seq_3)[T.111]_tstat,C(reward_seq_3)[T.111]_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.06528027262867797,0.06325323066094413,3698,0.0075727840758653235,0.11475447525287708,0.06599118735175831,0.947388417526088,-0.3544722778441112,0.1610148575342473,-2.201488007209001,0.0277631966251715,-0.3536732143391435,0.1812104822471445,-1.9517260257427336,0.051046310107415574,-0.8221188151689162,0.14480584885266853,-5.67738680227878,1.4731638294308772e-08,0.7523310238676054,0.1613972200293879,4.661362963566645,3.2523212287113024e-06,0.6354419996879787,0.15223510034176918,4.174083363569936,3.0609335574590046e-05,0.7122872148982692,0.14526238142621584,4.903452689573772,9.822608994050364e-07,0.28980036198415876,0.120927183290143,2.3964864979020883,0.01660259392531118,0.016837849532677116,0.027520019670844578,0.6118400253367395,0.5406813100762271
-2.106,0.05744477510142687,0.055400741000264486,3698,-0.007679918932754432,0.10710210400557856,-0.07170651785098837,0.9428393561265259,-0.26112631359576277,0.1502776251651589,-1.7376260325432902,0.08236018262636792,-0.2955394454009551,0.16912651008831245,-1.7474460109573235,0.08064320562674962,-0.7173899567121257,0.13514950985796745,-5.30812103918136,1.1729081179046221e-07,0.7261245654022858,0.15063448992038644,4.820440297478076,1.4901714347392004e-06,0.5441027306728432,0.14208334371425801,3.8294617542720646,0.00013055728890523866,0.6254145294448401,0.13557559867991756,4.6130316630309744,4.1031525949760044e-06,0.2379291662407664,0.11286318667138728,2.108120222881191,0.035087865867939876,0.014241846573291458,0.025684854577804072,0.5544842206581442,0.5792811145251964
-2.052,0.055427044966553596,0.053378635196895896,3698,-0.049742464256617755,0.09844921953913371,-0.5052601177487756,0.6134063346747984,-0.21653518164206173,0.13813654782107526,-1.567544470001771,0.11707324784242487,-0.2240785829217015,0.15546261276720139,-1.4413663769902645,0.14956608116351158,-0.6408028324032012,0.12423064784908734,-5.158170254264748,2.624981038363255e-07,0.6892539686440564,0.1384645811212553,4.977835942322806,6.723987017903324e-07,0.5108316491355508,0.13060429043906177,3.911293016624887,9.345595983525567e-05,0.5644091897936778,0.12462231253546129,4.528957762945341,6.1149638082654185e-06,0.21406881501021996,0.10374485866233675,2.0634161323305644,0.039142912953599916,0.007338059180251669,0.02360974987969656,0.3108063074637697,0.7559654340597143
-1.998,0.05121067779859301,0.04915312437554853,3698,-0.06044807382943082,0.0896168495268464,-0.6745168363826768,0.500025052433019,-0.1843345026928432,0.12574362984481058,-1.4659549984388387,0.14274577620827403,-0.20579273091662675,0.14151528717676282,-1.4542084817986962,0.14597358590515255,-0.5691923069140643,0.11308529744604888,-5.033300701053703,5.051381369719085e-07,0.6465624438267945,0.12604223364319153,5.129728545251944,3.0509986931328107e-07,0.43165524051519755,0.1188871288023309,3.630798765717475,0.0002863831699575919,0.46096049634083586,0.11344182394192223,4.063408717554027,4.936821838374355e-05,0.15889646744147046,0.09443739047855927,1.6825588533976459,0.09254514854883907,0.009684915774789067,0.021491601581404108,0.4506372285985921,0.652277513858867
-1.944,0.04951646708488999,0.04745523958060138,3698,-0.07248950311509936,0.08170083279677474,-0.887255375908004,0.3749992647746586,-0.2175172807345461,0.11463646994344324,-1.8974527115311546,0.05784622610649079,-0.14553138176106953,0.12901498855248947,-1.1280191812896252,0.259385175672465,-0.5090219855152953,0.10309627070348433,-4.937346249694093,8.270031467793221e-07,0.6276585104302107,0.11490869753382175,5.462236748836774,5.012363911279394e-08,0.4039874625604515,0.10838561591096882,3.7273162048762893,0.00019643176697934744,0.34739605415888286,0.10342130457580588,3.359037633336447,0.0007900825714909135,0.09623818053691567,0.08609556673760489,1.1178064583769176,0.2637224518899142,0.01825298041196021,0.019593209944422225,0.9315972453587907,0.3516056697556016
-1.89,0.04488726422584077,0.04281599778881373,3698,-0.17043827493180352,0.07549760520898996,-2.2575322019817974,0.02403307039998367,-0.12873894226253638,0.10593256707517895,-1.2152914426322932,0.224332726402041,-0.05940101320592479,0.11921938049281085,-0.49824963827510227,0.6183378023079222,-0.36226225205384976,0.0952685704373638,-3.802536874341221,0.00014553841313891624,0.6441783792264785,0.10618412547968767,6.066616608804727,1.4380924379596015e-09,0.43368674269459645,0.10015631616306575,4.330098782671935,1.5300384459617095e-05,0.34806463575294455,0.09556892574748801,3.642027291094598,0.00027421649817437657,0.12374599314197461,0.07955866403428556,1.555405619790783,0.11993527725463216,0.01162148856882694,0.018105573450399884,0.6418735424571854,0.5209951755253304
-1.836,0.04122099547969882,0.039141778337882016,3698,-0.18826588245218745,0.07005145106431553,-2.6875372257362247,0.0072304194147398285,-0.12026719840838312,0.09829093277915774,-1.2235838546634017,0.2211874009246145,-0.009750209964398631,0.11061927825911609,-0.0881420500824423,0.9297685595329677,-0.320093232198867,0.0883962025217405,-3.621119720840293,0.0002972751220852688,0.5629577281488067,0.09852434457035932,5.713894678556131,1.191580131847336e-08,0.4123833551119047,0.09293136200886629,4.437504693760547,9.366672969123019e-06,0.2992158723624267,0.08867489116690785,3.3743021099313126,0.0007476699543319366,0.1003519753959243,0.07381955818217714,1.3594225956794348,0.17409580451184606,0.004645189459065315,0.016799495679911066,0.27650767306188007,0.7821736572524928
-1.782,0.03572563395975081,0.03363449952539965,3698,-0.15419812291429022,0.06599949994935543,-2.3363528971070053,0.019526131980692498,-0.09875749882954184,0.0926055394202205,-1.0664318727350133,0.2862982477037578,-0.06496242353964582,0.104220782566763,-0.6233154457272609,0.5331157838033544,-0.3221943080791239,0.08328314510573699,-3.8686616321953653,0.00011132403211231382,0.4590042318149565,0.09282545008970033,4.944810193448083,7.961394485003708e-07,0.347441720740385,0.08755597962655325,3.9682237834846377,7.378759840979145e-05,0.18601306028799808,0.0835457137027204,2.2264823896278614,0.026042049431183115,0.013739288891903867,0.06954965032819832,0.1975464840882656,0.843410792730915,0.005085284874380064,0.015827770837430845,0.3212887605343612,0.748009774292395
-1.728,0.029527065119019702,0.02742248841014261,3698,-0.21846273856633652,0.06290996298666586,-3.4726254506403222,0.0005213165841672408,-0.04605989830345205,0.0882705332882328,-0.5218037842033999,0.6018382815507988,0.02878869468506093,0.0993420492389722,0.2897936463521938,0.7719903954584366,-0.22808370490582353,0.07938453442882797,-2.8731503755345633,0.004087221556440905,0.4144426475261449,0.08848014960484074,4.684018385785717,2.9144374758820845e-06,0.3469349281356591,0.08345735106772621,4.1570325884668815,3.297331384826453e-05,0.2254337403088397,0.07963481179048014,2.830844140147625,0.004667664956514849,0.033490986240805216,0.06629392542731288,0.5051893672750752,0.6134560167351819,6.374358403546524e-05,0.015086848814131481,0.004225109220671595,0.9966290890689977
-1.674,0.0246182827539414,0.022503060813586773,3698,-0.24578238310649153,0.06041975862891868,-4.067914018260457,4.842778219904915e-05,-0.0005462300232559948,0.0847764656363155,-0.006443179945708984,0.9948594701593225,0.08545209810809307,0.09540973085603408,0.8956329437406515,0.3705072709358298,-0.15801640193799227,0.0762422068198561,-2.0725580820522542,0.03828272142965251,0.40760656439231296,0.08497778457933916,4.796624981576835,1.6774243548651068e-06,0.3299009200962563,0.08015380661390198,4.115848442300155,3.9419399881680045e-05,0.20446280846813866,0.07648257729638161,2.673325294410702,0.00754341681327109,0.04432918573032663,0.06366977157069319,0.6962359788130776,0.48632492203555155,-0.006601836650881586,0.01448965665444787,-0.45562409160710027,0.6486871324393548
