peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,Reward_beta,Reward_se,Reward_tstat,Reward_pvalue,Q_chosen_beta,Q_chosen_se,Q_chosen_tstat,Q_chosen_pvalue,RPE_abs_beta,RPE_abs_se,RPE_abs_tstat,RPE_abs_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.04456333877176377,0.042491369866958784,3698,0.08620464944838302,0.07779327827046238,1.1081246524754618,0.26788022736603034,0.41521040795217107,0.08955026863365388,4.63661822892769,3.6642458193035223e-06,0.039757708471506205,0.13460489241104118,0.295365998659979,0.7677309269244046,0.17167197408513865,0.12025866449721784,1.4275227053524302,0.15351392659126498,-0.03875789117910444,0.12325025887424323,-0.3144649880098876,0.7531856873089084,0.0016716863103785231,0.031835315452131675,0.052510436495975976,0.9581248228350654,0.3259375516100626,0.048375674539236246,6.737633215753988,1.8602935809951665e-11,0.006406494262735646,0.03121690006369578,0.20522519051102664,0.8374075120140996,0.06642755375699794,0.04667854362249584,1.4230853964557804,0.15479596113457778
-2.106,0.03899190524774765,0.03690785407994668,3698,0.07402859402557425,0.07251374222256042,1.0208905478683534,0.30737324131163085,0.3554877711646712,0.08347283004433309,4.258724317551816,2.1072247096036436e-05,0.05249420449653891,0.12546976663272716,0.418381303363694,0.6756927081532811,0.10958437792188057,0.11209716303589325,0.9775838652294163,0.32834428248148995,-0.07373689448515294,0.11488572919884474,-0.6418281452305429,0.5210246510812677,0.0018264158612448305,0.029674772802913148,0.06154776224826,0.9509263118786888,0.300987936618527,0.04509260017536225,6.674885356976624,2.8443575577689934e-11,0.018480801335536427,0.029098326931746764,0.6351155988756715,0.5253924140807498,0.07099172280692309,0.04351064712555514,1.6315942762714615,0.10285034072046681
-2.052,0.03724128199613097,0.035153434410327034,3698,0.01871228502314045,0.06664467427754021,0.28077689966963554,0.7788972679631521,0.2978006536215692,0.07671676290343608,3.881819857237889,0.00010549116231777132,0.05957363033833925,0.11531458000405803,0.5166183698214293,0.6054535573091142,0.13896456635414717,0.10302431910125794,1.3488520726602928,0.17746727636541448,-0.036604313901680875,0.10558718619286216,-0.3466738268299016,0.7288561481431743,0.005965610338685821,0.027272976226220273,0.21873704905555838,0.82686698681716,0.2721150861047127,0.04144292597382183,6.56602012793689,5.889585202716484e-11,0.02588704975559928,0.026743186338882695,0.9679867397835592,0.33311444848170735,0.04265295331511599,0.03998901196393426,1.066616833483766,0.28621469472291455
-1.998,0.031385575363212626,0.02928502903708252,3698,-0.025136768641423925,0.060714502354211754,-0.4140158885726285,0.6788865398453199,0.25161166023444725,0.06989035706755488,3.600091211313222,0.000322290385546364,0.06644211119736901,0.10505366580343246,0.6324587599036274,0.5271263452119197,0.13569806909602822,0.09385701606951055,1.4457956877249343,0.14831946293344414,-0.015427906020731467,0.09619183429397558,-0.16038685751205914,0.8725851233094233,-0.005349029870488631,0.02484617409033165,-0.21528585652831314,0.8295563569603424,0.23264448145558794,0.03775525432271493,6.161910060704334,7.959844130331538e-10,0.02241192979413994,0.024363525931109797,0.9198968104005888,0.3576868325396476,0.03247394749612008,0.03643071239144933,0.8913893076585034,0.37277848636953836
-1.944,0.02674821192915433,0.02463760897318623,3698,-0.05584272355736606,0.05543435331334941,-1.0073667359607912,0.31382463973277963,0.23033346739519756,0.06381221284292093,3.609551481347035,0.0003108020551213008,-0.005337214702908701,0.0959174793698367,-0.055643817351888225,0.955628570667741,0.12533899381480068,0.08569456699784736,1.4626247404686599,0.1436552761679793,-0.02041207288102269,0.08782633343516978,-0.2324140389634977,0.8162293383908981,-0.01374831915215713,0.02268538058622311,-0.6060431342512508,0.5445233977701056,0.17063642817792013,0.03447179876976386,4.950029713203998,7.752191971593389e-07,0.011480133386110508,0.02224470681724037,0.5160838252636817,0.6058267949835257,0.037980338096473366,0.03326244807842891,1.1418383279222333,0.2535953368011059
-1.89,0.02284767408334698,0.020728612384422362,3698,-0.1227773056783415,0.05120344581521607,-2.397832874791718,0.016541794298262417,0.16971363300145223,0.05894188327916685,2.8793384866519514,0.00400804678611546,0.01075604846198459,0.08859678455855323,0.12140450147912495,0.9033772637783327,0.16748180202103857,0.07915411393238028,2.1158951026110255,0.03442055383596842,0.02845513110759187,0.08112317789254103,0.35076450216588734,0.7257850588002872,-0.013562749838829845,0.02095396782349595,-0.6472640386333781,0.5175013456082653,0.1446203216178721,0.0318408130511298,4.541979546365277,5.751033083669494e-06,0.011102339346399643,0.020546927529821936,0.5403406095770591,0.5889947764973626,0.004712662388333579,0.03072376344390634,0.15338818751607966,0.8781005492080056
-1.836,0.019214884486468797,0.01708794468595165,3698,-0.1430704248082466,0.0475069344383816,-3.011569289822619,0.0026166359120559928,0.10265029726948337,0.0546867137560106,1.877060993781165,0.06058859327744024,-0.017830236578572283,0.0822007497437572,-0.21691087531627307,0.828289796765967,0.16968557300612988,0.0734397703366345,2.310540627078791,0.020913144498010173,0.05081777312765207,0.0752666823924739,0.675169563906984,0.4996103561918972,-0.020216254218743072,0.019441245794418006,-1.039864133837945,0.29847117540627516,0.11089805972496498,0.029542141041517037,3.753893787492059,0.0001767906998792168,-0.002970326962947381,0.01906359080972937,-0.15581151487113504,0.8761901190744048,-0.01899588061982257,0.028505734182371345,-0.6663880501478224,0.5052047699028578
-1.782,0.01390007259893744,0.011761607047512057,3698,-0.19894452066768023,0.044752056065412056,-4.445483362303891,9.02745272283432e-06,0.10191154165339232,0.05151548734882965,1.978269970801462,0.04797254117775659,0.0402830036697786,0.07743401262657533,0.5202236369183518,0.6029389299089296,0.20305395616024188,0.0691810734241099,2.9351084929751425,0.0033548950518197916,0.07091565622817653,0.07090204472474275,1.000191976176239,0.3172832121938605,-0.02055281656179956,0.01831386790283684,-1.1222542758766925,0.2618273791418377,0.09302563815628914,0.027829022600838634,3.3427562114052036,0.0008377756152377704,0.004085554709633342,0.017958112743132956,0.2275046809245379,0.8200439371441405,-0.027819627962674155,0.02685271591181781,-1.036007979752648,0.3002663248524811
-1.728,0.011697765303004481,0.009554523807321247,3698,-0.22410902289509566,0.04256815230945165,-5.264711074747199,1.484221650476482e-07,0.0893403351538385,0.049001527629374604,1.8232153052363673,0.06835167871142109,0.04435435604599045,0.07365522689286323,0.6021888454774162,0.5470854497165456,0.15787104600346558,0.0658050317541707,2.3990725601839675,0.01648598572051917,0.06495434392817225,0.06744201952381543,0.9631138626451611,0.33555351213813056,-0.026163537989123103,0.017420149749626,-1.5019123466309363,0.1332053359138309,0.08796878969515605,0.026470964171213748,3.3232181920603803,0.000898531227623685,-0.004688449957339773,0.017081755468902605,-0.27447120208898396,0.7837379002541054,-0.025812295874270086,0.02554230132322685,-1.010570486489317,0.3122883250585556
-1.674,0.009797440937578061,0.007650078380652348,3698,-0.2313495172209293,0.04081933246540971,-5.667645775858163,1.5586186937459006e-08,0.06465370394918027,0.046988406569206054,1.375950126207327,0.16892059986671212,0.05540821703493631,0.07062926228271851,0.7844937812481376,0.43280080110342634,0.13927655218746168,0.06310157531723366,2.207180272239953,0.02736282002055511,0.06472570392443752,0.06467131100895879,1.0008410671537369,0.3169692949651411,-0.02892779648417688,0.01670448083012808,-1.7317387339571138,0.08340368754358517,0.0813862619737132,0.025383462249659518,3.2062711214584163,0.0013561550615881768,-0.011743231272886304,0.016379988741563208,-0.7169254788978322,0.4734654669531604,-0.03335975152622751,0.02449295149258739,-1.3620143548777122,0.17327651522411852
