peth_time,r_squared,r_squared_adj,n_trials,Intercept_beta,Intercept_se,Intercept_tstat,Intercept_pvalue,C(Q_diff_bin)[T.1]_beta,C(Q_diff_bin)[T.1]_se,C(Q_diff_bin)[T.1]_tstat,C(Q_diff_bin)[T.1]_pvalue,C(Q_diff_bin)[T.2]_beta,C(Q_diff_bin)[T.2]_se,C(Q_diff_bin)[T.2]_tstat,C(Q_diff_bin)[T.2]_pvalue,C(Q_diff_bin)[T.3]_beta,C(Q_diff_bin)[T.3]_se,C(Q_diff_bin)[T.3]_tstat,C(Q_diff_bin)[T.3]_pvalue,C(Q_diff_bin)[T.4]_beta,C(Q_diff_bin)[T.4]_se,C(Q_diff_bin)[T.4]_tstat,C(Q_diff_bin)[T.4]_pvalue,RPE_beta,RPE_se,RPE_tstat,RPE_pvalue,Port_beta,Port_se,Port_tstat,Port_pvalue
-2.16,0.03247453894643604,0.03090175304388343,3698,0.18450074877445696,0.07622853224275003,2.420363390795899,0.015552974708899622,0.31793152426681975,0.08865503928915852,3.5861641573453014,0.00033992617659761934,-0.5150754593770841,0.10469860101214054,-4.9196021188225565,9.050523338730972e-07,0.20714093520368948,0.12040197191715125,1.7204114841758855,0.08544148673154711,0.08658684081684212,0.12241914265370425,0.7072982128438563,0.4794258292004304,-0.054333807411008725,0.03073743256822291,-1.7676755301670937,0.07719777044700674,0.009056960286051689,0.046090747057419404,0.19650278774541483,0.8442274691913427
-2.106,0.027240376508319897,0.025659082078368645,3698,0.15980077122711178,0.07104030171029432,2.2494382397021173,0.02454333206266806,0.2694133672673549,0.08262104167483585,3.260832371584719,0.0011209491127725862,-0.4442312420938779,0.09757265404064748,-4.552825240449204,5.463745640727955e-06,0.14629887062444058,0.11220722949604356,1.3038274920565533,0.19237371613636978,0.04365269140477568,0.11408710850603895,0.38262597743429544,0.7020191375120381,-0.05341675441968717,0.0286453958800192,-1.8647588130191122,0.06229452534400278,0.017287348808936173,0.04295374029484016,0.40246434164460465,0.6873656322295125
-2.052,0.02562026729919764,0.02403633925904458,3698,0.09370941242256639,0.06528540077504624,1.4353808249636193,0.1512633396686543,0.22164135273276925,0.07592799704300564,2.9190991645312536,0.003531677857877738,-0.38424742739721834,0.08966839484587283,-4.285204704039643,1.8722995138698128e-05,0.17541712843373045,0.10311743856861,1.7011393113398108,0.08900105863613939,0.07208688282973341,0.1048450305357252,0.6875565056483084,0.4917753068877474,-0.04697503302992749,0.026324862160824906,-1.7844360491973605,0.07443495146708312,-0.0070543393614978,0.03947410248019166,-0.17870803687145792,0.858176766327525
-1.998,0.021872520693989927,0.020282500407933002,3698,0.036057433355211416,0.05941005266359092,0.6069247835780659,0.5439381602701681,0.1893501727727606,0.06909487036020644,2.7404374852378672,0.006165270371286791,-0.2969540261776713,0.0815987034897573,-3.6392002994869466,0.00027723115488925953,0.16601824911955063,0.09383740289815785,1.769211891975857,0.07694108392049294,0.07406075461545182,0.09540952053133538,0.7762407168908058,0.43765660592991285,-0.04961546347895427,0.023955760840395517,-2.0711286863112255,0.038416109828906794,-0.008449317787360012,0.035921637599758006,-0.23521527279749999,0.8140547009791008
-1.944,0.021168897647085072,0.01957773356848369,3698,-0.011599505222914988,0.05413342361053803,-0.2142762169702664,0.8303434998571325,0.18575461000965013,0.06295806380956986,2.950449851372569,0.003193069701436932,-0.2634603321750458,0.07435134264388193,-3.5434509022511222,0.00039981908238316826,0.14514799356173724,0.085503036167342,1.6975770693997496,0.08967191273954896,0.041350914042645945,0.08693552285918685,0.47565037492928836,0.6343516290427351,-0.04382785493059774,0.021828079446908302,-2.0078658334187733,0.04473029418661531,0.009728024940412127,0.03273118163996584,0.2972097080825793,0.7663231355143172
-1.89,0.018259525706096458,0.01666363222309364,3698,-0.08634813972121197,0.049976016375624974,-1.7277915685037861,0.08410924496350229,0.13285582741476304,0.05812293067886074,2.2857730307649917,0.02232397063117865,-0.2033889439516637,0.06864121405388082,-2.963073231659494,0.003065295530703205,0.18452999760792257,0.07893646569275739,2.3377028093221766,0.019455831646399826,0.08033559119744406,0.08025893845717288,1.0009550679556032,0.31691414669707446,-0.03924188315863635,0.020151698952858635,-1.9473238087982485,0.05157166194074551,-0.01901613748971562,0.030217450893204836,-0.6293097838372556,0.5291852146701939
-1.836,0.01642766306896748,0.014828791754530668,3698,-0.11313775149609262,0.04632532345085187,-2.4422441780924498,0.014642880647619193,0.07348162408998211,0.05387711464179289,1.3638745240633554,0.17269022559513547,-0.1819814255265948,0.06362704900697326,-2.8601267600301625,0.004258498979057942,0.1782856627842374,0.07317024385856383,2.4365869700920904,0.014873564818285633,0.08592728265038374,0.07439611144484808,1.1549969612872044,0.24816643805772517,-0.03570464666070682,0.018679639550676273,-1.9114205369885833,0.05602792631175307,-0.03507518347768624,0.028010099403815103,-1.2522334523707133,0.21056415005597995
-1.782,0.011946616570098767,0.010340460975251986,3698,-0.1774599274347726,0.04362023172125346,-4.068294010192231,4.8348703721405766e-05,0.08040142112254932,0.050731048378774506,1.584856290022752,0.11308465608365377,-0.08360832089646042,0.059911651223941674,-1.3955268998336199,0.16294095591583574,0.21200726809347714,0.06889758677232691,3.077136341423079,0.0021053266000121717,0.09998192103541459,0.07005187181968386,1.4272555242031475,0.1535908459100319,-0.0350058651098302,0.01758887245621609,-1.990227923760898,0.04663947806415876,-0.041118094346292225,0.026374495319520335,-1.5590097117748385,0.11907981410009454
-1.728,0.009934567181002496,0.008325140847511792,3698,-0.20214786935848356,0.04148748360954209,-4.8725025422363695,1.1482474527554338e-06,0.06817132084438238,0.04825062717591666,1.4128587509512982,0.15778157571896775,-0.07363148178787868,0.05698235772926467,-1.2921803295279137,0.1963755964478781,0.1630587080367692,0.06552893896162408,2.4883465323963474,0.012877635822451008,0.08915352440215726,0.06662678691183632,1.3381033145141663,0.1809451883330368,-0.03676079145403368,0.01672888998849689,-2.1974435529979046,0.02805069956521061,-0.03690025073302462,0.02508495253466071,-1.4710113834992642,0.14137328295478907
-1.674,0.008133207473569493,0.006520852893466933,3698,-0.20931056842409004,0.03978100815283098,-5.261570235222776,1.5095680793542794e-07,0.044059345700282165,0.046265968096047036,0.9523057122422257,0.3410043180723097,-0.05612496474255501,0.05463854252355867,-1.0272046462138964,0.30439142140636466,0.14133513126783054,0.06283358324675944,2.2493565377734477,0.024548530571016865,0.0846344372625114,0.063886274190105,1.3247671481148915,0.18533040519280825,-0.03618684440921792,0.016040792333501388,-2.255926244593371,0.024133550024851375,-0.042497720931327004,0.024053150841503397,-1.766825527822232,0.07734008364856786
-1.6199999999999999,0.004726583074276869,0.0031086907682474907,3698,-0.229254362728532,0.038082845860127605,-6.0198852672551775,1.9159055751772033e-09,0.025206284721993287,0.04429097736292422,0.5691065364272895,0.5693184709430249,-0.021411699429351085,0.05230614530815089,-0.40935341924373253,0.6823040710252348,0.11283132898025493,0.060151358065960656,1.875790216681834,0.060762959151502184,0.07412948430052281,0.0611591119866196,1.2120758770457765,0.2255609187893402,-0.029766354239418293,0.015356046773982456,-1.938412579587282,0.052649058158456497,-0.043217856052840786,0.023026375611905785,-1.876884872428425,0.06061269762820967
-1.566,0.002215624392081894,0.0005936503325729703,3698,-0.21702344276294105,0.037422841993216896,-5.7992239820342295,7.221652847932094e-09,-0.01587471345646868,0.043523381988456934,-0.36473988764657345,0.7153264765086598,-0.03789130064107185,0.05139964114894578,-0.7371899840948405,0.4610536806688823,0.0730469994375726,0.05910889057103454,1.235803932909007,0.21661009678436188,0.023364031296020885,0.06009917937138782,0.388757908849985,0.6974776637898414,-0.01022466647023897,0.015089915133282217,-0.677582768354178,0.49807874367962357,-0.032109561383449635,0.02262731150307804,-1.4190621532337901,0.1559653345580597
-1.512,0.001346910248190003,-0.0002764759719429133,3698,-0.2058556015168457,0.036762487754726084,-5.5996102029406725,2.3050232911157582e-08,-0.049990067452218116,0.04275537912606765,-1.1692111840434956,0.24239405738909503,0.004576366362832288,0.05049265576029557,0.09063429708585206,0.9277880968793294,0.015741824017542275,0.05806586966876989,0.2711028717444466,0.786327072807285,-0.01971999927670329,0.059038684077232735,-0.33401827267874307,0.7383847459503494,-0.01626565454494861,0.014823642213162047,-1.0972778694365808,0.2725915213725873,-0.02342381212786838,0.022228035545912152,-1.0537958732109431,0.29204536051574276
-1.458,0.0031110712452523392,0.0014905528024107273,3698,-0.21668446523912974,0.03598384979943874,-6.021714364829009,1.8945831659474082e-09,-0.08788682734359969,0.04184981035165911,-2.1000531807694434,0.035791865101260034,0.045757485572824705,0.049423209685249415,0.9258299059132381,0.3545949111748383,0.028020199071876428,0.05683602117939338,0.49300071487121455,0.6220414098177179,-0.009708678613656683,0.057788231154692365,-0.16800442615500172,0.8665890015240639,-0.011159444268503144,0.014509674057911624,-0.7691037182477772,0.4418809520450697,-0.0361575724348768,0.021757240634996514,-1.6618638843713185,0.09662498787673411
-1.404,0.004791153457574526,0.003173366115592824,3698,-0.16340203495699343,0.03618251414956213,-4.5160497770155885,6.497303469102213e-06,-0.11047415706393288,0.042080860264957415,-2.625282762004977,0.008693421191104181,0.004152836222185736,0.049696071813339036,0.08356467766273357,0.933407083394779,-0.01503224238881102,0.05714980892790104,-0.2630322422910525,0.7925404092139209,-0.08999429896611151,0.058107275988725275,-1.548761277048564,0.1215248498824513,-0.0118232809744181,0.014589780966518778,-0.8103809784088359,0.41777349178836654,-0.02966230978219081,0.02187736085824448,-1.3558449748298855,0.17523144340572705
